vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,make_name,make_type,region,country,population,density,year_stolen,month_stolen,weekday_stolen
641,Roadbike,565.0,2013.0,390,White,2022-01-07,102,KTM,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Friday
642,Moped,541.0,2014.0,CAPRI,Cream,2022-02-08,102,Forza,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Tuesday
643,Moped,594.0,2014.0,ZIP,Black,2022-02-02,102,Piaggio,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
644,Roadbike,636.0,2014.0,YZF-R6Y,Blue,2021-12-22,114,Yamaha,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Wednesday
645,Roadbike,636.0,2008.0,YZF-R6W,Blue,2022-01-11,102,Yamaha,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Tuesday
646,Moped,538.0,2015.0,TAOTAO,Red,2021-11-17,114,Factory Built,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Wednesday
647,Trailer - Heavy,623.0,2003.0,FACTORY BUILT,Silver,2021-10-13,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2021,10,Wednesday
648,Roadbike,545.0,2008.0,FXDC,Black,2022-04-05,102,Harley Davidson,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Tuesday
649,Roadbike,545.0,2007.0,XL,Black,2022-03-23,109,Harley Davidson,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Wednesday
650,Roadbike,594.0,2005.0,VESPA,Black,2021-12-08,111,Piaggio,Standard,Nelson,New Zealand,"54,500",129.15,2021,12,Wednesday
651,Roadbike,550.0,2011.0,SCV,Red,2021-11-09,103,Honda,Standard,Waikato,New Zealand,"513,800",21.5,2021,11,Tuesday
652,Roadbike,611.0,2011.0,GSR,Black,2022-03-18,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Friday
653,Roadbike,565.0,2011.0,EXC,Orange,2022-01-07,102,KTM,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Friday
654,Roadbike,554.0,2012.0,GV250,Black,2021-11-17,102,Hyosung,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Wednesday
655,Moped,594.0,2012.0,ZIP,White,2022-02-06,102,Piaggio,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Sunday
656,Moped,632.0,2010.0,MOTORCYCLE,Black,2021-12-02,104,Vmoto,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Thursday
657,Roadbike,611.0,2006.0,VZ800,Black,2021-11-22,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Monday
658,Roadbike,611.0,2007.0,VL800,Green,2022-01-30,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Sunday
659,Moped,593.0,2014.0,LIGERO,Red,2021-10-20,114,PGO,Standard,Canterbury,New Zealand,"655,000",14.72,2021,10,Wednesday
660,Roadbike,565.0,2014.0,390,Black,2021-12-30,103,KTM,Standard,Waikato,New Zealand,"513,800",21.5,2021,12,Thursday
661,Moped,617.0,2015.0,ROMA,Black,2022-01-19,102,TNT Motor,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Wednesday
662,Roadbike,631.0,2013.0,VEGAS,Black,2021-10-14,116,Victory,Standard,Southland,New Zealand,"102,400",3.28,2021,10,Thursday
663,Boat Trailer,623.0,2002.0,LOCAL,Silver,2022-03-30,103,Trailer,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Wednesday
664,Roadbike,550.0,2010.0,SCV,Red,2021-12-09,111,Honda,Standard,Nelson,New Zealand,"54,500",129.15,2021,12,Thursday
665,Moped,636.0,2011.0,MOTORCYCLE,Silver,2021-11-16,114,Yamaha,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Tuesday
666,Moped,550.0,2011.0,TODAY,Yellow,2022-01-03,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Monday
667,Roadbike,636.0,2013.0,YZF,Blue,2022-03-27,109,Yamaha,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Sunday
668,Moped,593.0,2013.0,PMX,Black,2022-01-04,101,PGO,Standard,Northland,New Zealand,"201,500",16.11,2022,1,Tuesday
669,Roadbike,553.0,2014.0,FE,White,2022-02-10,114,Husqvarna,Standard,Canterbury,New Zealand,"655,000",14.72,2022,2,Thursday
670,Roadbike,611.0,2008.0,GSX750F,Black,2022-03-14,101,Suzuki,Standard,Northland,New Zealand,"201,500",16.11,2022,3,Monday
671,Moped,538.0,2014.0,SHENKE,Black,2021-11-16,114,Factory Built,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Tuesday
672,Moped,585.0,2009.0,ORION SCOOTER,Yellow,2022-01-10,109,Moped,Standard,Wellington,New Zealand,"543,500",67.52,2022,1,Monday
673,Moped,594.0,2005.0,VESPA ET2 50,Blue,2022-02-05,102,Piaggio,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Saturday
674,Moped,636.0,2011.0,CV50,Blue,2022-01-11,109,Yamaha,Standard,Wellington,New Zealand,"543,500",67.52,2022,1,Tuesday
675,Roadbike,611.0,2013.0,GW250,Red,2022-01-27,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Thursday
676,Roadbike,505.0,2002.0,RSV,Grey,2022-03-04,115,Aprilia,Standard,Otago,New Zealand,"246,000",7.89,2022,3,Friday
677,Roadbike,550.0,2014.0,CBR,Black,2022-03-26,104,Honda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Saturday
678,All Terrain Vehicle,550.0,2014.0,PIONEER 500,Red,2022-03-02,114,Honda,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Wednesday
679,Moped,590.0,2015.0,THOR,Red,2021-11-27,109,Over,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Saturday
680,Trailer,623.0,2002.0,OLEARY 8 X 5,Green,2022-01-11,105,Trailer,Standard,Gisborne,New Zealand,"52,100",6.21,2022,1,Tuesday
681,Trailer,514.0,2002.0,8X4 TANDEM,Green,2022-02-23,114,Briford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,2,Wednesday
682,Moped,585.0,2010.0,VMOTO MILAN,Black,2021-12-18,102,Moped,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Saturday
683,Roadbike,563.0,2011.0,CRUISER,Silver,2021-11-27,103,Keeway,Standard,Waikato,New Zealand,"513,800",21.5,2021,11,Saturday
684,Roadbike,505.0,2012.0,DORSODURO,Black,2022-01-22,102,Aprilia,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Saturday
685,Roadbike,594.0,2012.0,FLY,Black,2021-11-26,102,Piaggio,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Friday
686,Roadbike,611.0,2012.0,GSX-R600,Black,2021-11-22,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Monday
687,Roadbike,550.0,2013.0,CRF,Red,2021-11-13,109,Honda,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Saturday
688,Roadbike,552.0,2014.0,FE,Blue,2021-12-18,109,Husaberg,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Saturday
689,Roadbike,550.0,2013.0,NBC,Green,2021-10-17,105,Honda,Standard,Gisborne,New Zealand,"52,100",6.21,2021,10,Sunday
690,Moped,617.0,2014.0,ROMA,Black,2022-03-14,104,TNT Motor,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Monday
691,Roadbike,550.0,2014.0,NSC,White,2022-01-17,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Monday
692,Roadbike,545.0,2007.0,SOFTAIL,Black,2021-10-25,107,Harley Davidson,Standard,Taranaki,New Zealand,"127,300",17.55,2021,10,Monday
693,Moped,550.0,2006.0,ZOOMER,Blue,2022-02-27,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Sunday
694,Roadbike,550.0,2015.0,NSC,Silver,2021-12-15,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Wednesday
695,Roadbike,550.0,1993.0,CB,White,2022-03-07,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
696,Moped,613.0,2011.0,DD50,Red,2022-04-03,107,SYM,Standard,Taranaki,New Zealand,"127,300",17.55,2022,4,Sunday
697,Roadbike,611.0,2011.0,AN125,Black,2022-03-09,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
698,Moped,585.0,2011.0,JM STAR SUNNY 50,Red,2021-11-12,114,Moped,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Friday
699,Moped,636.0,2008.0,VINO,Black,2022-03-13,103,Yamaha,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Sunday
700,Roadbike,611.0,2001.0,DR,Blue,2021-12-06,109,Suzuki,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Monday
701,Moped,636.0,2013.0,YW50,Black,2022-01-19,102,Yamaha,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Wednesday
702,Tractor,621.0,2013.0,VALTRA N92,Red,2021-11-04,101,Tractor,Standard,Northland,New Zealand,"201,500",16.11,2021,11,Thursday
703,Moped,550.0,1988.0,DJ1,White,2022-01-13,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Thursday
704,Roadbike,550.0,2014.0,GLH,Blue,2022-03-07,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
705,Moped,550.0,2007.0,TODAY 50,Red,2021-10-19,104,Honda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,10,Tuesday
706,Roadbike,561.0,2014.0,EX,White,2022-03-28,102,Kawasaki,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
707,Moped,617.0,2014.0,GRIDO,Black,2022-01-25,103,TNT Motor,Standard,Waikato,New Zealand,"513,800",21.5,2022,1,Tuesday
708,Moped,617.0,2015.0,OTTO,Black,2022-03-14,102,TNT Motor,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
709,Roadbike,515.0,2006.0,XB12R,Black,2022-02-20,102,Buell,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Sunday
710,Roadbike,611.0,2010.0,DR650SE,White,2022-03-24,102,Suzuki,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
711,Roadbike,550.0,2012.0,CT,Red,2022-02-01,103,Honda,Standard,Waikato,New Zealand,"513,800",21.5,2022,2,Tuesday
712,Moped,594.0,2013.0,ZIP,Black,2022-03-27,109,Piaggio,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Sunday
713,Roadbike,629.0,2013.0,PX,Red,2021-10-09,102,Vespa,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Saturday
714,Moped,611.0,2013.0,UZ,Silver,2022-04-01,114,Suzuki,Standard,Canterbury,New Zealand,"655,000",14.72,2022,4,Friday
715,Roadbike,636.0,2006.0,YZF-R6V,Red,2021-11-11,105,Yamaha,Standard,Gisborne,New Zealand,"52,100",6.21,2021,11,Thursday
716,Roadbike,594.0,2014.0,VESPA,White,2022-01-31,102,Piaggio,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Monday
717,Roadbike,554.0,2014.0,GV650,Black,2022-03-08,103,Hyosung,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Tuesday
718,Roadbike,636.0,2014.0,XJ6,White,2022-03-19,102,Yamaha,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Saturday
719,Moped,593.0,2015.0,LIGERO,Black,2021-12-29,101,PGO,Standard,Northland,New Zealand,"201,500",16.11,2021,12,Wednesday
720,Utility,540.0,2001.0,COURIER,Blue,2022-03-06,115,Ford,Standard,Otago,New Zealand,"246,000",7.89,2022,3,Sunday
721,Utility,540.0,2001.0,COURIER,Green,2021-12-07,111,Ford,Standard,Nelson,New Zealand,"54,500",129.15,2021,12,Tuesday
722,Utility,587.0,2001.0,NAVARA,Silver,2021-12-21,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Tuesday
723,Saloon,619.0,1991.0,CYNOS,Green,2022-02-17,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Thursday
724,Utility,587.0,2001.0,NAVARA,Blue,2021-12-27,103,Nissan,Standard,Waikato,New Zealand,"513,800",21.5,2021,12,Monday
725,Stationwagon,587.0,1992.0,AVENIR,Blue,2021-10-08,115,Nissan,Standard,Otago,New Zealand,"246,000",7.89,2021,10,Friday
726,Utility,587.0,2001.0,NAVARA,Silver,2022-02-15,101,Nissan,Standard,Northland,New Zealand,"201,500",16.11,2022,2,Tuesday
727,Saloon,540.0,2001.0,MONDEO,Gold,2021-12-03,116,Ford,Standard,Southland,New Zealand,"102,400",3.28,2021,12,Friday
728,Saloon,580.0,2000.0,LANCER,White,2021-12-29,103,Mitsubishi,Standard,Waikato,New Zealand,"513,800",21.5,2021,12,Wednesday
729,Stationwagon,580.0,2001.0,PAJERO,Silver,2022-02-14,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Monday
730,Saloon,548.0,2001.0,VX COMMODORE,Red,2021-11-09,102,Holden,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Tuesday
731,Stationwagon,610.0,1995.0,IMPREZA,Red,2022-01-19,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Wednesday
732,Utility,540.0,2001.0,COURIER,White,2022-01-16,105,Ford,Standard,Gisborne,New Zealand,"52,100",6.21,2022,1,Sunday
733,Saloon,587.0,1994.0,SUNNY,Blue,2022-04-01,109,Nissan,Standard,Wellington,New Zealand,"543,500",67.52,2022,4,Friday
734,Saloon,587.0,1991.0,PRIMERA,Black,2021-10-08,115,Nissan,Standard,Otago,New Zealand,"246,000",7.89,2021,10,Friday
735,Stationwagon,619.0,2001.0,PREVIA,Silver,2021-10-21,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Thursday
736,Stationwagon,619.0,1996.0,HILUX,Blue,2021-12-21,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Tuesday
737,Utility,619.0,2001.0,HILUX,Silver,2021-12-22,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Wednesday
738,Stationwagon,540.0,1996.0,FREDA,Red,2022-03-15,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Tuesday
739,Utility,576.0,2001.0,BOUNTY,White,2021-12-05,115,Mazda,Standard,Otago,New Zealand,"246,000",7.89,2021,12,Sunday
740,Saloon,587.0,1994.0,SKYLINE,Grey,2022-01-31,105,Nissan,Standard,Gisborne,New Zealand,"52,100",6.21,2022,1,Monday
741,Utility,540.0,2001.0,COURIER,Blue,2022-01-25,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Tuesday
742,Stationwagon,619.0,1994.0,EMINA,Green,2022-01-14,105,Toyota,Standard,Gisborne,New Zealand,"52,100",6.21,2022,1,Friday
743,Saloon,619.0,1994.0,CERES,Silver,2021-11-26,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Friday
744,Saloon,540.0,2001.0,FALCON,Gold,2021-12-19,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Sunday
745,Other Truck,531.0,2001.0,DELTA,White,2021-10-17,102,Daihatsu,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Sunday
746,Saloon,587.0,1993.0,SKYLINE,Black,2022-03-17,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
747,Utility,540.0,2001.0,COURIER,Blue,2022-03-24,109,Ford,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Thursday
748,Saloon,580.0,1996.0,LANCER,Red,2021-12-10,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Friday
749,Saloon,580.0,1994.0,LANCER,White,2021-12-05,114,Mitsubishi,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Sunday
750,Light Van,550.0,2001.0,CRV,Green,2021-11-01,109,Honda,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Monday
751,Saloon,587.0,1992.0,PRIMERA,Grey,2021-12-02,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Thursday
752,Stationwagon,548.0,2001.0,ZAFIRA,Red,2021-11-16,102,Holden,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Tuesday
753,Hatchback,576.0,2001.0,323,Blue,2021-12-06,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Monday
754,Hatchback,550.0,2001.0,CIVIC,Red,2022-03-24,103,Honda,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Thursday
755,Stationwagon,619.0,1995.0,SCEPTER,Red,2022-03-20,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Sunday
756,Hatchback,619.0,2001.0,COROLLA,Red,2022-03-31,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Thursday
757,Saloon,587.0,1995.0,PULSAR,Blue,2022-03-23,106,Nissan,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,3,Wednesday
758,Other Truck,587.0,1996.0,CONDOR,White,2022-02-02,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
759,Utility,587.0,1998.0,NAVARA,White,2022-01-11,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Tuesday
760,Saloon,548.0,2001.0,VX COMMODORE,White,2022-03-16,115,Holden,Standard,Otago,New Zealand,"246,000",7.89,2022,3,Wednesday
761,Utility,548.0,2002.0,VU UTILITY,Blue,2022-01-21,103,Holden,Standard,Waikato,New Zealand,"513,800",21.5,2022,1,Friday
762,Saloon,587.0,1997.0,CEFIRO,Blue,2022-02-18,106,Nissan,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,2,Friday
763,Stationwagon,548.0,2001.0,VX COMMODORE,Blue,2021-12-27,103,Holden,Standard,Waikato,New Zealand,"513,800",21.5,2021,12,Monday
764,Utility,580.0,2002.0,TRITON,Silver,2021-12-30,101,Mitsubishi,Standard,Northland,New Zealand,"201,500",16.11,2021,12,Thursday
765,Utility,548.0,2001.0,RODEO 4X2,White,2022-01-28,107,Holden,Standard,Taranaki,New Zealand,"127,300",17.55,2022,1,Friday
766,Utility,540.0,2001.0,COURIER,White,2022-02-05,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Saturday
767,Stationwagon,610.0,1994.0,IMPREZA,Silver,2022-03-31,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
768,Hatchback,540.0,2001.0,KA,Blue,2022-01-30,114,Ford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Sunday
769,Light Van,619.0,2002.0,HIACE,Green,2021-11-03,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Wednesday
770,Light Van,619.0,1996.0,HIACE,White,2021-11-04,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Thursday
771,Saloon,587.0,2002.0,PRIMERA,Green,2021-12-17,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Friday
772,Saloon,548.0,2002.0,VX COMMODORE,Silver,2021-11-02,101,Holden,Standard,Northland,New Zealand,"201,500",16.11,2021,11,Tuesday
773,Saloon,548.0,2002.0,VX COMMODORE,Red,2021-12-28,106,Holden,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2021,12,Tuesday
774,Stationwagon,540.0,2002.0,ESCAPE,Red,2021-12-27,106,Ford,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2021,12,Monday
775,Light Van,619.0,1996.0,HIACE,White,2022-03-11,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Friday
776,Utility,580.0,2001.0,L200,Grey,2022-02-22,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Tuesday
777,Saloon,540.0,2002.0,FALCON,Black,2022-03-21,114,Ford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Monday
778,Hatchback,619.0,2002.0,ECHO,Red,2021-10-18,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Monday
779,Hatchback,619.0,2015.0,AQUA,White,2022-03-17,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Thursday
780,Stationwagon,556.0,1992.0,BIGHORN,Green,2022-02-23,102,Isuzu,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
781,Utility,540.0,2002.0,COURIER,Blue,2022-03-11,114,Ford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Friday
782,Stationwagon,587.0,1992.0,SAFARI,Gold,2022-01-20,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Thursday
783,Light Van,555.0,2002.0,H100,White,2021-10-17,102,Hyundai,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Sunday
784,Utility,576.0,2002.0,BOUNTY,Red,2022-01-02,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Sunday
785,Utility,576.0,2002.0,BOUNTY,Red,2022-01-12,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Wednesday
786,Stationwagon,540.0,2002.0,ESCAPE,Silver,2022-02-28,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,2,Monday
787,Saloon,587.0,1996.0,PULSAR,Grey,2021-11-25,105,Nissan,Standard,Gisborne,New Zealand,"52,100",6.21,2021,11,Thursday
788,Light Van,619.0,2002.0,HIACE,White,2022-02-20,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Sunday
789,Stationwagon,610.0,2002.0,LEGACY,Blue,2022-01-22,115,Subaru,Standard,Otago,New Zealand,"246,000",7.89,2022,1,Saturday
790,Utility,540.0,2002.0,COURIER,Silver,2022-03-12,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Saturday
791,Utility,576.0,2002.0,BOUNTY,White,2021-12-29,106,Mazda,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2021,12,Wednesday
792,Utility,540.0,2002.0,COURIER,Silver,2022-01-01,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Saturday
793,Stationwagon,580.0,1999.0,MIRAGE,Silver,2021-10-13,111,Mitsubishi,Standard,Nelson,New Zealand,"54,500",129.15,2021,10,Wednesday
794,Utility,576.0,2002.0,BOUNTY,Red,2021-11-14,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Sunday
795,Utility,540.0,2002.0,COURIER,White,2021-11-16,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Tuesday
796,Utility,576.0,2002.0,BOUNTY,Red,2021-11-22,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Monday
797,Hatchback,633.0,2002.0,POLO,Blue,2022-01-08,102,Volkswagen,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Saturday
798,Utility,587.0,1990.0,NAVARA,Green,2021-11-05,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Friday
799,Saloon,587.0,1997.0,LAUREL,Grey,2022-02-28,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Monday
800,Saloon,587.0,1995.0,CEFIRO,Brown,2022-04-03,105,Nissan,Standard,Gisborne,New Zealand,"52,100",6.21,2022,4,Sunday
801,Saloon,512.0,2000.0,318I,Silver,2022-03-25,105,BMW,Luxury,Gisborne,New Zealand,"52,100",6.21,2022,3,Friday
802,Hatchback,550.0,1995.0,CIVIC,Blue,2021-10-10,105,Honda,Standard,Gisborne,New Zealand,"52,100",6.21,2021,10,Sunday
803,Utility,540.0,2002.0,COURIER,White,2022-02-14,105,Ford,Standard,Gisborne,New Zealand,"52,100",6.21,2022,2,Monday
804,Other Truck,576.0,1990.0,TITAN,White,2022-02-28,101,Mazda,Standard,Northland,New Zealand,"201,500",16.11,2022,2,Monday
805,Utility,587.0,1995.0,DATSUN,White,2021-10-29,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2021,10,Friday
806,Saloon,587.0,1999.0,PULSAR,Silver,2022-03-15,103,Nissan,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Tuesday
807,Saloon,580.0,2002.0,DIAMANTE,Cream,2022-03-01,101,Mitsubishi,Standard,Northland,New Zealand,"201,500",16.11,2022,3,Tuesday
808,Utility,619.0,2002.0,HILUX,Red,2021-12-03,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Friday
809,Stationwagon,610.0,1993.0,LEGACY,Red,2021-10-08,109,Subaru,Standard,Wellington,New Zealand,"543,500",67.52,2021,10,Friday
810,Stationwagon,619.0,1995.0,SURF,Red,2022-01-15,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Saturday
811,Saloon,548.0,2002.0,VX COMMODORE,Silver,2021-12-09,101,Holden,Standard,Northland,New Zealand,"201,500",16.11,2021,12,Thursday
812,Stationwagon,610.0,2002.0,OUTBACK,Blue,2021-12-04,101,Subaru,Standard,Northland,New Zealand,"201,500",16.11,2021,12,Saturday
813,Stationwagon,619.0,1996.0,LANDCRUISER,Blue,2021-11-05,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Friday
814,Sports Car,587.0,1992.0,SKYLINE,Grey,2022-01-23,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Sunday
815,Utility,540.0,2002.0,COURIER,White,2022-01-14,114,Ford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Friday
816,Stationwagon,587.0,1996.0,WINGROAD,Blue,2021-12-28,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Tuesday
817,Stationwagon,619.0,1997.0,HILUX,Red,2021-11-17,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Wednesday
818,Saloon,548.0,2002.0,VX COMMODORE,White,2022-03-23,114,Holden,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Wednesday
819,Saloon,540.0,1963.0,ANGLIA,Blue,2022-02-21,109,Ford,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Monday
820,Saloon,580.0,2002.0,DIAMANTE,Silver,2022-04-02,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Saturday
821,Saloon,548.0,2002.0,VX COMMODORE,Grey,2022-04-05,102,Holden,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Tuesday
822,Utility,540.0,2002.0,COURIER,White,2022-03-19,106,Ford,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,3,Saturday
823,Stationwagon,540.0,2002.0,EXPLORER,Grey,2022-02-23,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
824,Saloon,550.0,2003.0,CIVIC,Green,2022-03-30,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
825,Stationwagon,587.0,1989.0,SAFARI,Grey,2022-01-27,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Thursday
